task,order_A,order_B,video,video_path,split,fill_in,shown_to_annotator
2_boundary_check,,,33747_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33747_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.99-2.39 s
2_boundary_check,,,33827_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33827_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.51-5.10 s
2_boundary_check,,,33891_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33891_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.55-2.30 s
2_boundary_check,,,36131_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36131_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.43-1.72 s
2_boundary_check,,,36261_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36261_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.69-5.56 s
2_boundary_check,,,36533_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36533_5.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.74-1.89 s
2_boundary_check,,,36534_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36534_5.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.68-1.86 s
2_boundary_check,,,36821_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36821_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.07-3.55 s
2_boundary_check,,,36858_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36858_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.29-4.19 s
2_boundary_check,,,36889_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36889_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.68-5.03 s
2_boundary_check,,,36983_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36983_4.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.80-1.70 s
2_boundary_check,,,37094_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37094_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 3.16-5.27 s
2_boundary_check,,,37172_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37172_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.68-1.62 s
2_boundary_check,,,37180_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37180_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.98-2.34 s
2_boundary_check,,,37206_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37206_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.97-1.73 s
2_boundary_check,,,37300_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37300_6.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.73-2.63 s
2_boundary_check,,,37478_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37478_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.66-2.74 s
2_boundary_check,,,37478_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37478_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.87-2.28 s
2_boundary_check,,,37935_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37935_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.71-2.73 s
2_boundary_check,,,38032_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38032_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.82-1.63 s
2_boundary_check,,,46076_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46076_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.65-2.94 s
2_boundary_check,,,46186_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46186_4.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.31-5.20 s
2_boundary_check,,,46217_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46217_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.00-4.56 s
2_boundary_check,,,46248_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46248_5.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.92-2.65 s
2_boundary_check,,,46252_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46252_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.72-4.06 s
2_boundary_check,,,46435_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46435_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.25-3.27 s
2_boundary_check,,,46509_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46509_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.49-4.40 s
2_boundary_check,,,46549_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46549_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.00-2.81 s
2_boundary_check,,,46610_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46610_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 5.02-6.46 s
2_boundary_check,,,46655_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46655_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 5.56-6.31 s
2_boundary_check,,,48054_13,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48054_13.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.93-2.41 s
2_boundary_check,,,48074_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48074_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.07-2.96 s
2_boundary_check,,,48093_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48093_4.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.72-4.74 s
2_boundary_check,,,48102_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48102_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.08-3.37 s
2_boundary_check,,,48379_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48379_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.15-2.36 s
2_boundary_check,,,48601_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48601_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 3.19-5.25 s
2_boundary_check,,,48763_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48763_3.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.92-1.77 s
2_boundary_check,,,48851_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48851_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.28-3.63 s
2_boundary_check,,,48993_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48993_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.49-2.86 s
2_boundary_check,,,49045_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49045_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.74-3.84 s
2_boundary_check,,,49091_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49091_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.57-2.56 s
2_boundary_check,,,49268_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49268_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.94-4.06 s
2_boundary_check,,,49406_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49406_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.09-3.15 s
2_boundary_check,,,49547_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49547_5.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.85-1.96 s
2_boundary_check,,,49547_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49547_5.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.46-3.16 s
2_boundary_check,,,49631_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49631_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.87-3.87 s
2_boundary_check,,,50131_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50131_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.15-3.06 s
2_boundary_check,,,50326_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50326_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.75-4.03 s
2_boundary_check,,,50762_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50762_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 2.69-4.46 s
3_pair_adjudication,,,37044_4 = 36836_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37044_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,50824_2 = 48298_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50824_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,37037_1 = 36828_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37037_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,48602_1 = 50859_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48602_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,38094_2 = 37491_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38094_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,37714_1 = 38114_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37714_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,50717_1 = 50840_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50717_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,50857_1 = 47794_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50857_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,37457_2 = 38095_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37457_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,50843_1 = 48209_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50843_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,38104_1 = 37448_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38104_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,33029_1 = 33919_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33029_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37527_2 = 38111_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37527_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,50868_2 = 50352_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50868_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,37976_3 = 38115_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37976_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,36243_3 = 37049_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36243_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37058_2 = 36493_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37058_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,50834_1 = 48979_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50834_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,33877_2 = 33950_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33877_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,38097_1 = 37304_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38097_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,36504_1 = 37045_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36504_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,33844_2 = 33933_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33844_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,38107_5 = 37095_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38107_5.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,38106_4 = 38057_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38106_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,50836_4 = 50073_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50836_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,37197_5 = 38091_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37197_5.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,33947_3 = 33133_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33947_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,36124_1 = 37056_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36124_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,33151_1 = 33941_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33151_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37055_1 = 36740_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37055_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,37000_1 = 37052_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37000_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37083_1 = 38113_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37083_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37151_1 = 38098_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37151_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,50832_1 = 46621_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50832_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,49233_2 = 50841_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49233_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,37430_2 = 38110_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37430_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,50837_3 = 48465_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50837_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,37053_4 = 36602_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37053_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,33944_1 = 33742_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33944_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,33345_1 = 33943_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33345_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,36145_1 = 37054_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36145_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,36212_3 = 37038_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36212_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,49626_1 = 50867_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49626_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,50854_1 = 50606_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50854_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,50822_1 = 46359_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50822_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,36978_4 = 37046_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36978_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,33367_1 = 33938_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33367_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,50176_1 = 50853_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50176_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,38101_1 = 37791_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38101_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,37979_2 = 38105_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37979_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,45970_1 = 50848_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45970_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,37048_2 = 36887_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37048_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,50590_2 = 50860_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50590_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,37039_1 = 36113_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37039_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,37057_3 = 36365_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37057_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,37051_1 = 36980_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37051_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,36910_1 = 37043_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36910_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,38090_4 = 37904_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38090_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,33652_1 = 33948_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33652_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,50851_1 = 49353_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50851_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,38096_1 = 37429_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38096_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,46583_1 = 50864_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46583_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,38102_2 = 37980_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38102_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,36345_3 = 37041_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36345_3.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,38103_2 = 37709_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38103_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,37047_2 = 36049_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37047_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,50842_1 = 49338_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50842_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
