video,split,corpus_class,dataset_knees_forward_intervals_s,dataset_knees_inward_intervals_s,any_fault_interval,posture_v1_prob_fault,posture_v1_says_fault_at_0.525,rule_knees_forward,rule_peak_s,rule_peak_inside_labelled_interval,view,frames_dir,video_path
33658_1,train,depth_fault,"[[0.66, 2.87]]","[[1.41, 2.88], [1.46, 2.68]]",yes,0.749,yes,OBSERVED,1.033,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33658_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33658_1.mp4
33659_3,train,depth_fault,[],[],no,0.164,no,UNCERTAIN,2.033,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33659_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33659_3.mp4
33660_8,train,good_form,[],[],no,0.029,no,UNCERTAIN,1.2,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33660_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33660_8.mp4
33666_7,train,depth_fault,[],[],no,0.266,no,UNCERTAIN,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33666_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33666_7.mp4
33667_1,train,posture_fault,"[[2.54, 4.37]]",[],yes,0.712,yes,NOT_OBSERVED,3.6,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33667_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33667_1.mp4
33676_1,train,depth_fault,"[[1.85, 4.95]]",[],yes,0.833,yes,NOT_OBSERVED,2.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33676_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33676_1.mp4
33691_4,train,depth_fault,"[[0.54, 2.11]]",[],yes,0.113,no,OBSERVED,0.933,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33691_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33691_4.mp4
33726_5,train,depth_fault,[],[],no,0.373,no,NOT_OBSERVED,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33726_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33726_5.mp4
33729_4,train,depth_fault,"[[0.7, 1.73]]",[],yes,0.158,no,OBSERVED,1.433,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33729_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33729_4.mp4
33735_8,train,depth_fault,[],[],no,0.717,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33735_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33735_8.mp4
33747_2,train,depth_fault,"[[1.51, 2.03], [0.99, 2.39]]",[],yes,0.569,yes,NOT_OBSERVED,1.533,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33747_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33747_2.mp4
33752_3,train,good_form,[],[],no,0.728,yes,NOT_OBSERVED,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33752_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33752_3.mp4
33765_1,train,depth_fault,[],[],no,0.073,no,UNCERTAIN,,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33765_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33765_1.mp4
33777_8,train,posture_fault,"[[1.32, 2.66]]",[],yes,0.708,yes,NOT_OBSERVED,2.033,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33777_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33777_8.mp4
33786_6,train,posture_fault,"[[4.85, 5.98]]",[],yes,0.804,yes,UNCERTAIN,3.867,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33786_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33786_6.mp4
33805_1,train,depth_fault,"[[0.71, 1.75]]",[],yes,0.458,no,OBSERVED,1.167,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33805_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33805_1.mp4
33809_1,train,depth_fault,"[[1.78, 3.19]]",[],yes,0.805,yes,UNCERTAIN,2.333,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33809_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33809_1.mp4
33816_1,train,depth_fault,"[[0.88, 1.88]]",[],yes,0.310,no,OBSERVED,1.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33816_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33816_1.mp4
33819_1,train,depth_fault,"[[2.68, 3.66]]",[],yes,0.598,yes,UNCERTAIN,1.833,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33819_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33819_1.mp4
33824_4,train,depth_fault,"[[0.87, 2.73]]",[],yes,0.781,yes,NOT_OBSERVED,1.267,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33824_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33824_4.mp4
33827_1,train,posture_fault,"[[2.51, 5.1]]",[],yes,0.850,yes,NOT_OBSERVED,1.4,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33827_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33827_1.mp4
33839_1,train,posture_fault,"[[1.9, 2.91]]",[],yes,0.669,yes,OBSERVED,1.267,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33839_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33839_1.mp4
33843_1,train,depth_fault,"[[1.7, 2.63]]",[],yes,0.430,no,OBSERVED,0.833,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33843_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33843_1.mp4
33847_2,train,depth_fault,"[[0.86, 2.17]]",[],yes,0.345,no,OBSERVED,1.2,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33847_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33847_2.mp4
33860_3,train,depth_fault,[],[],no,0.095,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33860_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33860_3.mp4
33883_3,train,posture_fault,"[[0.79, 3.24]]",[],yes,0.898,yes,NOT_OBSERVED,2.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33883_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33883_3.mp4
33884_1,train,depth_fault,[],[],no,0.359,no,UNCERTAIN,1.267,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33884_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33884_1.mp4
33891_1,train,depth_fault,"[[0.55, 2.3]]",[],yes,0.477,no,UNCERTAIN,1.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33891_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33891_1.mp4
36021_1,train,posture_fault,"[[3.03, 5.24]]",[],yes,0.555,yes,NOT_OBSERVED,4.0,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36021_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36021_1.mp4
36025_1,train,depth_fault,[],[],no,0.208,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36025_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36025_1.mp4
36043_3,train,depth_fault,[],[],no,0.257,no,OBSERVED,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36043_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36043_3.mp4
36077_1,train,depth_fault,"[[1.33, 2.68]]",[],yes,0.542,yes,OBSERVED,1.6,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36077_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36077_1.mp4
36083_1,train,depth_fault,"[[1.64, 3.05]]",[],yes,0.395,no,NOT_OBSERVED,1.6,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36083_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36083_1.mp4
36085_1,train,depth_fault,[],[],no,0.423,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36085_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36085_1.mp4
36088_1,train,depth_fault,"[[1.2, 3.22]]",[],yes,0.619,yes,OBSERVED,1.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36088_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36088_1.mp4
36092_3,train,posture_fault,"[[0.81, 3.78]]",[],yes,0.832,yes,OBSERVED,1.633,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36092_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36092_3.mp4
36093_1,train,depth_fault,"[[1.22, 4.96]]",[],yes,0.874,yes,NOT_OBSERVED,2.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36093_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36093_1.mp4
36110_8,train,good_form,[],[],no,0.135,no,UNCERTAIN,1.2,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36110_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36110_8.mp4
36129_2,train,depth_fault,"[[0.91, 2.23], [0.91, 1.77]]",[],yes,0.267,no,UNCERTAIN,1.133,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36129_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36129_2.mp4
36131_1,train,depth_fault,"[[0.43, 1.72]]",[],yes,0.752,yes,OBSERVED,0.7,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36131_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36131_1.mp4
36138_3,train,posture_fault,"[[2.28, 3.9], [0.8, 1.8]]",[],yes,0.765,yes,OBSERVED,1.433,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36138_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36138_3.mp4
36143_1,train,posture_fault,"[[3.87, 7.69]]","[[3.12, 4.96]]",yes,0.964,yes,UNCERTAIN,2.767,no,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36143_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36143_1.mp4
36154_3,train,depth_fault,"[[0.58, 2.28]]",[],yes,0.801,yes,OBSERVED,1.5,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36154_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36154_3.mp4
36155_3,train,depth_fault,"[[0.69, 2.73]]",[],yes,0.538,yes,OBSERVED,0.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36155_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36155_3.mp4
36165_1,train,depth_fault,"[[0.56, 1.86]]",[],yes,0.795,yes,UNCERTAIN,0.967,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36165_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36165_1.mp4
36166_1,train,depth_fault,[],[],no,0.661,yes,UNCERTAIN,2.367,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36166_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36166_1.mp4
36170_1,train,posture_fault,"[[1.0, 4.85]]","[[1.77, 3.88], [1.7, 3.33]]",yes,0.892,yes,OBSERVED,1.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36170_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36170_1.mp4
36186_3,train,posture_fault,"[[1.02, 2.38]]",[],yes,0.771,yes,UNCERTAIN,0.767,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36186_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36186_3.mp4
36206_2,train,depth_fault,[],[],no,0.441,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36206_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36206_2.mp4
36222_1,train,good_form,[],[],no,0.522,no,NOT_OBSERVED,1.633,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36222_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36222_1.mp4
36224_1,train,good_form,[],[],no,0.030,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36224_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36224_1.mp4
36233_1,train,posture_fault,"[[3.95, 6.27]]",[],yes,0.898,yes,OBSERVED,3.067,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36233_1.mp4
36236_2,train,depth_fault,[],[],no,0.495,no,UNCERTAIN,1.4,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36236_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36236_2.mp4
36249_1,train,depth_fault,"[[0.9, 1.58], [3.22, 4.34]]",[],yes,0.028,no,UNCERTAIN,,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36249_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36249_1.mp4
36257_1,train,depth_fault,"[[2.11, 2.98]]","[[1.56, 2.86]]",yes,0.809,yes,OBSERVED,1.2,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36257_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36257_1.mp4
36261_1,train,posture_fault,"[[0.69, 5.56]]",[],yes,0.903,yes,OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36261_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36261_1.mp4
36264_2,train,posture_fault,"[[0.85, 2.09], [0.65, 1.44]]",[],yes,0.814,yes,OBSERVED,1.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36264_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36264_2.mp4
36271_3,train,posture_fault,"[[0.63, 2.08]]",[],yes,0.821,yes,UNCERTAIN,1.3,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36271_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36271_3.mp4
36276_4,train,depth_fault,"[[1.19, 2.6]]",[],yes,0.593,yes,OBSERVED,1.333,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36276_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36276_4.mp4
36289_4,train,depth_fault,"[[1.33, 2.87]]",[],yes,0.529,yes,OBSERVED,1.9,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36289_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36289_4.mp4
36308_2,train,depth_fault,"[[2.17, 3.29]]",[],yes,0.040,no,UNCERTAIN,,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36308_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36308_2.mp4
36324_1,train,good_form,[],[],no,0.488,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36324_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36324_1.mp4
36325_1,train,depth_fault,"[[1.4, 2.68], [0.77, 1.99], [2.53, 3.14]]","[[1.65, 2.92], [1.72, 2.96]]",yes,0.687,yes,OBSERVED,1.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36325_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36325_1.mp4
36329_2,train,depth_fault,"[[0.99, 3.39]]",[],yes,0.502,no,OBSERVED,1.567,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36329_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36329_2.mp4
36350_4,train,depth_fault,"[[0.58, 1.57]]",[],yes,0.249,no,OBSERVED,1.0,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36350_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36350_4.mp4
36351_11,train,depth_fault,"[[0.55, 1.24]]","[[1.04, 1.44]]",yes,0.611,yes,UNCERTAIN,1.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36351_11,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36351_11.mp4
36354_2,train,depth_fault,"[[0.86, 2.26]]",[],yes,0.553,yes,NOT_OBSERVED,1.167,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36354_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36354_2.mp4
36358_1,train,depth_fault,"[[3.36, 5.31], [3.37, 6.48]]",[],yes,0.859,yes,NOT_OBSERVED,4.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36358_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36358_1.mp4
36360_2,train,depth_fault,"[[3.7, 4.66]]",[],yes,0.590,yes,NOT_OBSERVED,2.967,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36360_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36360_2.mp4
36362_6,train,depth_fault,"[[0.55, 1.63]]",[],yes,0.611,yes,OBSERVED,0.867,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36362_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36362_6.mp4
36371_2,train,depth_fault,"[[1.64, 5.08]]",[],yes,0.908,yes,OBSERVED,2.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36371_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36371_2.mp4
36375_1,train,depth_fault,"[[0.86, 3.59]]",[],yes,0.618,yes,NOT_OBSERVED,1.333,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36375_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36375_1.mp4
36399_1,train,depth_fault,"[[0.74, 1.78], [0.46, 1.4]]",[],yes,0.535,yes,OBSERVED,0.9,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36399_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36399_1.mp4
36434_2,train,depth_fault,[],[],no,0.596,yes,UNCERTAIN,1.267,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36434_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36434_2.mp4
36449_2,train,depth_fault,"[[2.16, 3.51], [1.63, 3.65]]",[],yes,0.919,yes,NOT_OBSERVED,2.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36449_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36449_2.mp4
36450_1,train,depth_fault,[],[],no,0.001,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36450_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36450_1.mp4
36453_3,train,depth_fault,"[[0.62, 1.42]]",[],yes,0.041,no,OBSERVED,1.167,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36453_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36453_3.mp4
36464_2,train,depth_fault,"[[0.65, 1.84]]","[[1.59, 2.68], [1.57, 2.64]]",yes,0.450,no,OBSERVED,1.433,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36464_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36464_2.mp4
36475_5,train,depth_fault,[],[],no,0.018,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36475_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36475_5.mp4
36477_2,train,depth_fault,"[[1.44, 2.07], [0.49, 1.27]]",[],yes,0.561,yes,NOT_OBSERVED,0.9,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36477_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36477_2.mp4
36497_2,train,depth_fault,[],[],no,0.346,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36497_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36497_2.mp4
36501_1,train,depth_fault,"[[2.39, 3.34]]",[],yes,0.677,yes,OBSERVED,1.433,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36501_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36501_1.mp4
36506_1,train,depth_fault,"[[1.08, 2.23]]",[],yes,0.662,yes,OBSERVED,1.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36506_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36506_1.mp4
36511_1,train,depth_fault,"[[0.73, 2.07]]",[],yes,0.574,yes,OBSERVED,1.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36511_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36511_1.mp4
36533_5,train,depth_fault,"[[0.74, 1.89]]","[[1.04, 1.45]]",yes,0.391,no,OBSERVED,0.8,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36533_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36533_5.mp4
36534_5,train,depth_fault,"[[0.68, 1.86]]",[],yes,0.446,no,UNCERTAIN,1.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36534_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36534_5.mp4
36584_1,train,depth_fault,"[[1.27, 2.6]]",[],yes,0.473,no,OBSERVED,1.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36584_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36584_1.mp4
36598_10,train,depth_fault,"[[0.72, 1.82]]",[],yes,0.140,no,OBSERVED,0.933,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36598_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36598_10.mp4
